sku,name,type,category,subcat,active
SV614771000,Strawberry Kiwi Duo Ice - VG - SF,Product,Unlabelled,Shortfill,1
SV614781000,Mango Passion Duo Ice - VG - SF,Product,Unlabelled,Shortfill,1
SV614791000,Apple Pear Duo Ice - VG - SF,Product,Unlabelled,Shortfill,1
P514841000,Apricot Yoghurt Nicotine Salt - PG - 10mg,Product,Unlabelled,Nicotine Salt,1
P514842000,Apricot Yoghurt Nicotine Salt - PG - 20mg,Product,Unlabelled,Nicotine Salt,1
P515001000,Kool Watermelon Nicotine Salt - PG - 10mg,Product,Unlabelled,Nicotine Salt,1
P515002000,Kool Watermelon Nicotine Salt - PG - 20mg,Product,Unlabelled,Nicotine Salt,1
P515021000,Watermelon Nicotine Salt - PG - 10mg,Product,Unlabelled,Nicotine Salt,1
P515022000,Watermelon Nicotine Salt - PG - 20mg,Product,Unlabelled,Nicotine Salt,1
P515041000,Kool Lychee Blackcurrant Nicotine Salt - PG - 10mg,Product,Unlabelled,Nicotine Salt,1
P515042000,Kool Lychee Blackcurrant Nicotine Salt - PG - 20mg,Product,Unlabelled,Nicotine Salt,1
P515061000,Lychee Blackcurrant Nicotine Salt - PG - 10mg,Product,Unlabelled,Nicotine Salt,1
P515062000,Lychee Blackcurrant Nicotine Salt - PG - 20mg,Product,Unlabelled,Nicotine Salt,1
P515081000,Kool Mango Blackcurrant Nicotine Salt - PG - 10mg,Product,Unlabelled,Nicotine Salt,1
P515082000,Kool Mango Blackcurrant Nicotine Salt - PG - 20mg,Product,Unlabelled,Nicotine Salt,1
P515101000,Mango Blackcurrant Nicotine Salt - PG - 10mg,Product,Unlabelled,Nicotine Salt,1
P515102000,Mango Blackcurrant Nicotine Salt - PG - 20mg,Product,Unlabelled,Nicotine Salt,1
P515121000,Kool Lemon & Lime Nicotine Salt - PG - 10mg,Product,Unlabelled,Nicotine Salt,1
P515122000,Kool Lemon & Lime Nicotine Salt - PG - 20mg,Product,Unlabelled,Nicotine Salt,1
P515141000,Lemon & Lime Nicotine Salt - PG - 10mg,Product,Unlabelled,Nicotine Salt,1
P515142000,Lemon & Lime Nicotine Salt - PG - 20mg,Product,Unlabelled,Nicotine Salt,1
P515161000,Kool Apple Nicotine Salt - PG - 10mg,Product,Unlabelled,Nicotine Salt,1
P515162000,Kool Apple Nicotine Salt - PG - 20mg,Product,Unlabelled,Nicotine Salt,1
P515181000,Apple Nicotine Salt - PG - 10mg,Product,Unlabelled,Nicotine Salt,1
P515182000,Apple Nicotine Salt - PG - 20mg,Product,Unlabelled,Nicotine Salt,1
P515201000,Kool Raspberry Nicotine Salt - PG - 10mg,Product,Unlabelled,Nicotine Salt,1
P515202000,Kool Raspberry Nicotine Salt - PG - 20mg,Product,Unlabelled,Nicotine Salt,1
P515221000,Raspberry Nicotine Salt - PG - 10mg,Product,Unlabelled,Nicotine Salt,1
P515222000,Raspberry Nicotine Salt - PG - 20mg,Product,Unlabelled,Nicotine Salt,1
P514261000,Mango Madness Nicotine Salt - PG - 10mg,Product,Unlabelled,Nicotine Salt,1
P514262000,Mango Madness Nicotine Salt - PG - 20mg,Product,Unlabelled,Nicotine Salt,1
SV615240500,Kool Watermelon - VG - SF,Product,Unlabelled,Shortfill,1
SV615250500,Watermelon - VG - SF,Product,Unlabelled,Shortfill,1
SV616480500,Candy Cane - VG - SF,Product,Unlabelled,Shortfill,1
SV616490500,Mince Pie Xmas Pudding - VG - SF,Product,Unlabelled,Shortfill,1
SV615980500,Blackcurrant Aniseed - VG - SF,Product,Unlabelled,Shortfill,1
SV615990500,Grape Aniseed - VG - SF,Product,Unlabelled,Shortfill,1
SV616000500,Lemon & Mint Aniseed - VG - SF,Product,Unlabelled,Shortfill,1
SV616010500,Raspberry Aniseed - VG - SF,Product,Unlabelled,Shortfill,1
SV722911000,Gingerbread Man,Product,Unlabelled,Shortfill,1
CP50000D0600,Unflavoured - CBD - 0500mg,Product,Unlabelled,CBD,1
CP50000M0600,Unflavoured - CBD - 1000mg,Product,Unlabelled,CBD,1
CP50000M2600,Unflavoured - CBD - 2000mg,Product,Unlabelled,CBD,1
CP51025D0600,Apple - CBD - 0500mg,Product,Unlabelled,CBD,1
CP51025M0600,Apple - CBD - 1000mg,Product,Unlabelled,CBD,1
CP51025M2600,Apple - CBD - 2000mg,Product,Unlabelled,CBD,1
CP51059D0600,Menthol - CBD - 0500mg,Product,Unlabelled,CBD,1
CP51059M0600,Menthol - CBD - 1000mg,Product,Unlabelled,CBD,1
CP51059M2600,Menthol - CBD - 2000mg,Product,Unlabelled,CBD,1
CP51060D0600,Forest Fruits - CBD - 0500mg,Product,Unlabelled,CBD,1
CP51060M0600,Forest Fruits - CBD - 1000mg,Product,Unlabelled,CBD,1
CP51060M2600,Forest Fruits - CBD - 2000mg,Product,Unlabelled,CBD,1
SV616140500,Drumsticks - VG - SF,Product,Unlabelled,Shortfill,1
SV615620500,Rhubarb & Custard - VG - SF,Product,Unlabelled,Shortfill,1
SV616130500,Gummy Bears - VG - SF,Product,Unlabelled,Shortfill,1
P722510000,Lemon & Lime - PG - 00mg,Product,Unlabelled,Freebase,1
P722510300,Lemon & Lime - PG - 03mg,Product,Unlabelled,Freebase,1
P722510600,Lemon & Lime - PG - 06mg,Product,Unlabelled,Freebase,1
P722511200,Lemon & Lime - PG - 12mg,Product,Unlabelled,Freebase,1
P722511800,Lemon & Lime - PG - 18mg,Product,Unlabelled,Freebase,1
P720370000,Wild Strawberry - PG - 00mg,Product,Unlabelled,Freebase,1
P720370300,Wild Strawberry - PG - 03mg,Product,Unlabelled,Freebase,1
P720370600,Wild Strawberry - PG - 06mg,Product,Unlabelled,Freebase,1
P720371200,Wild Strawberry - PG - 12mg,Product,Unlabelled,Freebase,1
P720371800,Wild Strawberry - PG - 18mg,Product,Unlabelled,Freebase,1
P720320000,Rhubarb & Custard - PG - 00mg,Product,Unlabelled,Freebase,1
P720320300,Rhubarb & Custard - PG - 03mg,Product,Unlabelled,Freebase,1
P720320600,Rhubarb & Custard - PG - 06mg,Product,Unlabelled,Freebase,1
P720321200,Rhubarb & Custard - PG - 12mg,Product,Unlabelled,Freebase,1
P720321800,Rhubarb & Custard - PG - 18mg,Product,Unlabelled,Freebase,1
P720340000,Peppermint - PG - 00mg,Product,Unlabelled,Freebase,1
P720340300,Peppermint - PG - 03mg,Product,Unlabelled,Freebase,1
P720340600,Peppermint - PG - 06mg,Product,Unlabelled,Freebase,1
P720341200,Peppermint - PG - 12mg,Product,Unlabelled,Freebase,1
P720341800,Peppermint - PG - 18mg,Product,Unlabelled,Freebase,1
P720390000,Cherry Menthol - PG- 00mg,Product,Unlabelled,Freebase,1
P720390300,Cherry Menthol - PG- 03mg,Product,Unlabelled,Freebase,1
P720390600,Cherry Menthol - PG- 06mg,Product,Unlabelled,Freebase,1
P720391200,Cherry Menthol - PG- 12mg,Product,Unlabelled,Freebase,1
P720391800,Cherry Menthol - PG- 18mg,Product,Unlabelled,Freebase,1
P720400000,Blueberry - PG - 00mg,Product,Unlabelled,Freebase,1
P720400300,Blueberry - PG - 03mg,Product,Unlabelled,Freebase,1
P720400600,Blueberry - PG - 06mg,Product,Unlabelled,Freebase,1
P720401200,Blueberry - PG - 12mg,Product,Unlabelled,Freebase,1
P720401800,Blueberry - PG - 18mg,Product,Unlabelled,Freebase,1
P720410000,Blueberry Ice - PG - 00mg,Product,Unlabelled,Freebase,1
P720410300,Blueberry Ice - PG - 03mg,Product,Unlabelled,Freebase,1
P720410600,Blueberry Ice - PG - 06mg,Product,Unlabelled,Freebase,1
P720411200,Blueberry Ice - PG - 12mg,Product,Unlabelled,Freebase,1
P720411800,Blueberry Ice - PG - 18mg,Product,Unlabelled,Freebase,1
P720420000,Blue Bonbon - PG - 00mg,Product,Unlabelled,Freebase,1
P720420300,Blue Bonbon - PG - 03mg,Product,Unlabelled,Freebase,1
P720420600,Blue Bonbon - PG - 06mg,Product,Unlabelled,Freebase,1
P720421200,Blue Bonbon - PG - 12mg,Product,Unlabelled,Freebase,1
P720421800,Blue Bonbon - PG - 18mg,Product,Unlabelled,Freebase,1
P720430000,Banana Ice - PG - 00mg,Product,Unlabelled,Freebase,1
P720430300,Banana Ice - PG - 03mg,Product,Unlabelled,Freebase,1
P720430600,Banana Ice - PG - 06mg,Product,Unlabelled,Freebase,1
P720431200,Banana Ice - PG - 12mg,Product,Unlabelled,Freebase,1
P720431800,Banana Ice - PG - 18mg,Product,Unlabelled,Freebase,1
P720440000,Apple Pie & Custard - PG - 00mg,Product,Unlabelled,Freebase,1
P720440300,Apple Pie & Custard - PG - 03mg,Product,Unlabelled,Freebase,1
P720440600,Apple Pie & Custard - PG - 06mg,Product,Unlabelled,Freebase,1
P720441200,Apple Pie & Custard - PG - 12mg,Product,Unlabelled,Freebase,1
P720441800,Apple Pie & Custard - PG - 18mg,Product,Unlabelled,Freebase,1
P720450000,Apple - PG - 00mg,Product,Unlabelled,Freebase,1
P720450300,Apple - PG - 03mg,Product,Unlabelled,Freebase,1
P720450600,Apple - PG - 06mg,Product,Unlabelled,Freebase,1
P720451200,Apple - PG - 12mg,Product,Unlabelled,Freebase,1
P720451800,Apple - PG - 18mg,Product,Unlabelled,Freebase,1
P722500000,Milky Latte - PG - 00mg,Product,Unlabelled,Freebase,1
P722500300,Milky Latte - PG - 03mg,Product,Unlabelled,Freebase,1
P722500600,Milky Latte - PG - 06mg,Product,Unlabelled,Freebase,1
P722501200,Milky Latte - PG - 12mg,Product,Unlabelled,Freebase,1
P722501800,Milky Latte - PG - 18mg,Product,Unlabelled,Freebase,1
P724340000,Peach - PG - 00mg,Product,Unlabelled,Freebase,1
P724340300,Peach - PG - 03mg,Product,Unlabelled,Freebase,1
P724340600,Peach - PG - 06mg,Product,Unlabelled,Freebase,1
P724341200,Peach - PG - 12mg,Product,Unlabelled,Freebase,1
P724341800,Peach - PG - 18mg,Product,Unlabelled,Freebase,1
P722530000,Raspberry - PG - 00mg,Product,Unlabelled,Freebase,1
P722530300,Raspberry - PG - 03mg,Product,Unlabelled,Freebase,1
P722530600,Raspberry - PG - 06mg,Product,Unlabelled,Freebase,1
P722531200,Raspberry - PG - 12mg,Product,Unlabelled,Freebase,1
P722531800,Raspberry - PG - 18mg,Product,Unlabelled,Freebase,1
P524510500,Grape Ice Nicotine Salt - PG - 05mg,Product,Unlabelled,Nicotine Salt,1
P524511000,Grape Ice Nicotine Salt - PG - 10mg,Product,Unlabelled,Nicotine Salt,1
P524512000,Grape Ice Nicotine Salt - PG - 20mg,Product,Unlabelled,Nicotine Salt,1
P524540500,Peppermint Nicotine Salt - PG - 05mg,Product,Unlabelled,Nicotine Salt,1
P524551000,Peppermint Nicotine Salt - PG - 10mg,Product,Unlabelled,Nicotine Salt,1
P524562000,Peppermint Nicotine Salt - PG - 20mg,Product,Unlabelled,Nicotine Salt,1
P524580500,Spearmint Nicotine Salt - PG - 05mg,Product,Unlabelled,Nicotine Salt,1
P524581000,Spearmint Nicotine Salt - PG - 10mg,Product,Unlabelled,Nicotine Salt,1
P524582000,Spearmint Nicotine Salt - PG - 20mg,Product,Unlabelled,Nicotine Salt,1
P524600500,Banana Ice Nicotine Salt - PG - 05mg,Product,Unlabelled,Nicotine Salt,1
P524601000,Banana Ice Nicotine Salt - PG - 10mg,Product,Unlabelled,Nicotine Salt,1
P524602000,Banana Ice Nicotine Salt - PG - 20mg,Product,Unlabelled,Nicotine Salt,1
SV620360500,Ribena - VG - SF,Product,Unlabelled,Shortfill,1
SV620350500,Tropical Punch - VG - SF,Product,Unlabelled,Shortfill,1
SV623120500,Lemonade Ice - VG - SF,Product,Unlabelled,Shortfill,1
P525100500,Cherry Ice/Fizz Nicotine Salt - PG - 05mg,Product,Unlabelled,Nicotine Salt,1
P525101000,Cherry Ice/Fizz Nicotine Salt - PG - 10mg,Product,Unlabelled,Nicotine Salt,1
P525102000,Cherry Ice/Fizz Nicotine Salt - PG - 20mg,Product,Unlabelled,Nicotine Salt,1
SV625111000,Cherry Peach Lemonade Ice - VG - SF,Product,Unlabelled,Shortfill,1
SV625121000,Blue Raspberry Lemonade - VG - SF,Product,Unlabelled,Shortfill,1
SV625131000,Cherryade Ice - VG - SF,Product,Unlabelled,Shortfill,1
SV715581000,Coconut Cream Cake - VG - SF,Product,Unlabelled,Shortfill,1
SV615601000,Chocolate Fudge Brownie - VG - SF,Product,Unlabelled,Shortfill,1
SV715591000,Birthday Cake - VG - SF,Product,Unlabelled,Shortfill,1
SV615571000,Bakewell Tart - VG - SF,Product,Unlabelled,Shortfill,1
SV716611000,Apple Crumble & Custard - VG - SF,Product,Unlabelled,Shortfill,1
P525621000,Cherry Cola Nicotine Salt - PG - 10mg,Product,Unlabelled,Nicotine Salt,1
P525631000,Strawberry Watermelon Peach - PG - 10mg,Product,Unlabelled,Nicotine Salt,1
SV625761000,Orange & Pineapple Duo - VG - SF,Product,Unlabelled,Shortfill,1
SV625771000,Orange & Pineapple Duo Ice - VG - SF,Product,Unlabelled,Shortfill,1
SV625780500,Cherry Aniseed - VG - SF,Product,Unlabelled,Shortfill,1
SV625790500,Blueberry Danish Waffle - VG - SF,Product,Unlabelled,Shortfill,1
SV625800500,Kiwi Passionfruit Guava - VG  - SF,Product,Unlabelled,Shortfill,1
P525811000,Kiwi Passionfruit Guava - PG - 10mg,Product,Unlabelled,Nicotine Salt,1
SV625820500,Banana Caramel Nut Waffle - VG - SF,Product,Unlabelled,Shortfill,1
SV625830500,Toffee Apple Waffle - VG - SF,Product,Unlabelled,Shortfill,1
SV625840500,Strawberry Waffle - VG - SF,Product,Unlabelled,Shortfill,1
SV625850500,Apricot Waffle - VG - SF,Product,Unlabelled,Shortfill,1
P725970000,Blackcurrant - PG - 00mg,Product,Unlabelled,Freebase,1
P725970300,Blackcurrant - PG - 03mg,Product,Unlabelled,Freebase,1
P725970600,Blackcurrant - PG - 06mg,Product,Unlabelled,Freebase,1
P725971200,Blackcurrant - PG - 12mg,Product,Unlabelled,Freebase,1
P725971800,Blackcurrant - PG - 18mg,Product,Unlabelled,Freebase,1
P725980000,The Blue One - PG - 00mg,Product,Unlabelled,Freebase,1
P725980300,The Blue One - PG - 03mg,Product,Unlabelled,Freebase,1
P725980600,The Blue One - PG - 06mg,Product,Unlabelled,Freebase,1
P725981200,The Blue One - PG - 12mg,Product,Unlabelled,Freebase,1
P725981800,The Blue One - PG - 18mg,Product,Unlabelled,Freebase,1
P525991000,Menthol Xtra - PG - 10mg,Product,Unlabelled,Nicotine Salt,1
P526151000,Grape Raspberry - PG - 10mg,Product,Unlabelled,Nicotine Salt,1
P526161000,Strawberry Kiwi - PG - 10mg,Product,Unlabelled,Nicotine Salt,1
P526171000,Mango Passion - PG - 10mg,Product,Unlabelled,Nicotine Salt,1
SV726471000,RY4 - VG - SF,Product,Unlabelled,Shortfill,1
SV616300500,Spearmint Chew - VG - SF,Product,Unlabelled,Shortfill,1
P520111000,Rhubarb & Custard - PG - 10mg,Product,Unlabelled,Nicotine Salt,1
P520112000,Rhubarb & Custard - PG - 20mg,Product,Unlabelled,Nicotine Salt,1
P526481000,Coconut Cream Cake - PG - 10mg,Product,Unlabelled,Nicotine Salt,1
P526482000,Coconut Cream Cake - PG - 20mg,Product,Unlabelled,Nicotine Salt,1
P526681000,Blueberry Sour Raspberry - PG - 10mg,Product,Unlabelled,Nicotine Salt,1
P526682000,Blueberry Sour Raspberry - PG - 20mg,Product,Unlabelled,Nicotine Salt,1
P526691000,Orange Mango - PG - 10mg,Product,Unlabelled,Nicotine Salt,1
P526692000,Orange Mango - PG - 20mg,Product,Unlabelled,Nicotine Salt,1
P526701000,Orange Pineapple - PG - 10mg,Product,Unlabelled,Nicotine Salt,1
P526702000,Orange Pineapple - PG - 20mg,Product,Unlabelled,Nicotine Salt,1
P526711000,Raspberry Orange - PG - 10mg,Product,Unlabelled,Nicotine Salt,1
P526712000,Raspberry Orange - PG - 20mg,Product,Unlabelled,Nicotine Salt,1
SV616290500,Blue Bon Bon - VG - SF,Product,Unlabelled,Shortfill,1
SV616120500,Lemon Sherbet Chew - VG - SF,Product,Unlabelled,Shortfill,1
P526781000,Strawberry Raspberry Cherry - PG - 10mg,Product,Unlabelled,Nicotine Salt,1
P526782000,Strawberry Raspberry Cherry - PG - 20mg,Product,Unlabelled,Nicotine Salt,1
P526791000,Apple Blackcurrant - PG - 10mg,Product,Unlabelled,Nicotine Salt,1
P526792000,Apple Blackcurrant - PG - 20mg,Product,Unlabelled,Nicotine Salt,1
P526801000,Apple Pear - PG - 10mg,Product,Unlabelled,Nicotine Salt,1
P526802000,Apple Pear - PG - 20mg,Product,Unlabelled,Nicotine Salt,1
P526811000,Cherry Peach Lemonade - PG - 10mg,Product,Unlabelled,Nicotine Salt,1
P526812000,Cherry Peach Lemonade - PG - 20mg,Product,Unlabelled,Nicotine Salt,1
P526821000,Lemon Ribena - PG - 10mg,Product,Unlabelled,Nicotine Salt,1
P526822000,Lemon Ribena - PG - 20mg,Product,Unlabelled,Nicotine Salt,1
P526831000,Pineapple Passionfruit - PG - 10mg,Product,Unlabelled,Nicotine Salt,1
P526832000,Pineapple Passionfruit - PG - 20mg,Product,Unlabelled,Nicotine Salt,1
P526841000,Strawberry Banana - PG - 10mg,Product,Unlabelled,Nicotine Salt,1
P526842000,Strawberry Banana - PG - 20mg,Product,Unlabelled,Nicotine Salt,1
P526851000,Watermelon Sour Apple - PG - 10mg,Product,Unlabelled,Nicotine Salt,1
P526852000,Watermelon Sour Apple - PG - 20mg,Product,Unlabelled,Nicotine Salt,1
P526911000,Marybull Ice - PG - 10mg,Product,Unlabelled,Nicotine Salt,1
P526921000,Pink/ Strawberry Lemonade - PG - 10mg,Product,Unlabelled,Nicotine Salt,1
P526931000,Triple Melon - PG - 10mg,Product,Unlabelled,Nicotine Salt,1
P525632000,Strawberry Watermelon Peach - PG - 20mg,Product,Unlabelled,Nicotine Salt,1
P526912000,Marybull Ice - PG - 20mg,Product,Unlabelled,Nicotine Salt,1
P526152000,Grape Raspberry - PG - 20mg,Product,Unlabelled,Nicotine Salt,1
P525812000,Kiwi Passion Fruit Guava - PG - 20mg,Product,Unlabelled,Nicotine Salt,1
P526172000,Mango Passion - PG - 20mg,Product,Unlabelled,Nicotine Salt,1
P526922000,Pink/ Strawberry Lemonade - PG - 20mg,Product,Unlabelled,Nicotine Salt,1
P526162000,Strawberry Kiwi - PG - 20mg,Product,Unlabelled,Nicotine Salt,1
P526932000,Triple Melon - PG - 20mg,Product,Unlabelled,Nicotine Salt,1
P527371000,Blue Razz Cherry - PG - 10mg,Product,Unlabelled,Nicotine Salt,1
P527381000,Blue Razz Lemonade - PG - 10mg,Product,Unlabelled,Nicotine Salt,1
P527391000,Blueberry Bubblegum - PG - 10mg,Product,Unlabelled,Nicotine Salt,1
P527401000,Pineapple Peach Mango - PG - 10mg,Product,Unlabelled,Nicotine Salt,1
P527411000,Pink Lemonade (Raspberry) - PG - 10mg,Product,Unlabelled,Nicotine Salt,1
SV727610500,Cinnamon Biscuit Doughtnut - VG - SF,Product,Unlabelled,Shortfill,1
SV627630500,Banana Ice - VG - SF,Product,Unlabelled,Shortfill,1
CP52762M0600,Blue Raspberry - CBD - 1000mg,Product,Unlabelled,CBD,1
P527412000,Pink Lemonade (Raspberry) - PG - 20mg,Product,Unlabelled,Nicotine Salt,1
P527382000,Blue Razz Lemonade - PG - 20mg,Product,Unlabelled,Nicotine Salt,1
P527661000,Cotton Candy Ice - PG - 10mg,Product,Unlabelled,Nicotine Salt,1
P527671000,Gummy Bears - PG - 10mg,Product,Unlabelled,Nicotine Salt,1
P527681000,Fuzzy Peach Razz - PG - 10mg,Product,Unlabelled,Nicotine Salt,1
SV627730500,Sweet Espresso - VG - SF,Product,Unlabelled,Shortfill,1
P527691000,Apple Pie and Custard - PG - 10mg,Product,Unlabelled,Nicotine Salt,1
P527701000,Bakewell Tart - PG - 10mg,Product,Unlabelled,Nicotine Salt,1
P527711000,Birthday Cake - PG - 10mg,Product,Unlabelled,Nicotine Salt,1
P527721000,Chocolate Fudge Brownie - PG - 10mg,Product,Unlabelled,Nicotine Salt,1
SV627740500,Vanilla Latte - VG - SF,Product,Unlabelled,Shortfill,1
SV627750500,Caramel Latte - VG - SF,Product,Unlabelled,Shortfill,1
SV627760500,Gingerbread Latte - VG - SF,Product,Unlabelled,Shortfill,1
SV627770500,Almond Latte - VG - SF,Product,Unlabelled,Shortfill,1
SV627780500,Mango NRG - VG - SF,Product,Unlabelled,Shortfill,1
SV627790500,Peach NRG - VG - SF,Product,Unlabelled,Shortfill,1
SV627800500,Original NRG - VG - SF,Product,Unlabelled,Shortfill,1
SV627810500,Grape NRG - VG - SF,Product,Unlabelled,Shortfill,1
SV627820500,Pipeline NRG - VG - SF,Product,Unlabelled,Shortfill,1
SV627830500,Pineapple NRG - VG - SF,Product,Unlabelled,Shortfill,1
SV629590500,Apple Cinnamon Doughnut - VG - SF,Product,Unlabelled,Shortfill,1
SV629580500,Blueberry Jam Doughnut - VG - SF,Product,Unlabelled,Shortfill,1
SV629560500,Strawberry Raspberry Jam Doughnut - VG - SF,Product,Unlabelled,Shortfill,1
SV629570500,Custard Doughnut - VG - SF,Product,Unlabelled,Shortfill,1
SV629550500,Triple Caramel Doughnut - VG - SF,Product,Unlabelled,Shortfill,1
P525622000,Cherry Cola Nicotine Salt - PG - 20mg,Product,Unlabelled,Nicotine Salt,1
LF29990300,Blueberry Sour Raspberry - PG - LF,Product,Unlabelled,Longfill,1
LF30000300,Raspberry Lemonade,Product,Unlabelled,Longfill,1
LF30010300,Strawberry Cherry Raspberry,Product,Unlabelled,Longfill,1
LF30020300,Grape Raspberry,Product,Unlabelled,Longfill,1
LF30030300,Apple Blackcurrant,Product,Unlabelled,Longfill,1
LF30040300,Watermelon Sour Apple,Product,Unlabelled,Longfill,1
LF30050300,Pineapple Passionfruit,Product,Unlabelled,Longfill,1
LF30060300,Kiwi Passion Guava,Product,Unlabelled,Longfill,1
LF30070300,Cherry Peach lemonade,Product,Unlabelled,Longfill,1
LF30080300,Strawberry Kiwi,Product,Unlabelled,Longfill,1
LF30090300,Triple Melon,Product,Unlabelled,Longfill,1
LF30100300,Strawberry Banana,Product,Unlabelled,Longfill,1
LF30110300,Strawberry Watermelon Peach,Product,Unlabelled,Longfill,1
LF30120300,Rasberry Orange,Product,Unlabelled,Longfill,1
LF30130300,Orange Mango,Product,Unlabelled,Longfill,1